,func,args,kwargs,exec_time,res
53,calc_a_line_large,"(53,)",{},0.05766129493713379,"[ -4.56514439 -79.46516672 -73.00604235 ... -71.59593841 -21.07759393
  -2.13924084]"
54,calc_a_line_large,"(54,)",{},0.11213874816894531,"[-102.65818447  -89.69643399  -11.65044527 ...    9.53090183   50.44289586
 -105.83530608]"
55,calc_a_line_large,"(55,)",{},0.060987234115600586,"[-58.00955189  72.17416416  59.91994906 ... 113.34666372 -53.42411573
  42.59549958]"
56,calc_a_line_large,"(56,)",{},0.07259202003479004,"[ -31.32173625 -174.28053539 -102.15031248 ...  -62.91657089 -178.48964337
    4.60351326]"
57,calc_a_line_large,"(57,)",{},0.05993294715881348,"[-51.6105768  -69.94572882  63.84416891 ... -78.51101482 -43.73752506
  85.68678254]"
58,calc_a_line_large,"(58,)",{},0.09523820877075195,"[-42.05461697 129.14930473 -42.7448696  ...  13.79382943 -16.13476946
  86.04890262]"
59,calc_a_line_large,"(59,)",{},0.07518863677978516,"[-90.47889123 -74.7682479  -18.67153008 ...  83.88992147 -36.5770405
 -15.59513317]"
60,calc_a_line_large,"(60,)",{},0.0717000961303711,"[135.21677561  84.79649503   6.35088478 ...  63.09982407 -27.91712064
 -60.46844784]"
61,calc_a_line_large,"(61,)",{},0.08265352249145508,"[  3.89774319 -17.41725582  88.25032426 ...  97.37693636  31.66523384
 110.09303369]"
62,calc_a_line_large,"(62,)",{},0.0720217227935791,"[-64.74845597  36.31987269  44.36843916 ... -24.62522002  27.37088398
  67.92409659]"
63,calc_a_line_large,"(63,)",{},0.05899190902709961,"[-18.11842664  93.63333722 -83.17720109 ... -17.73558913  -3.44275774
 -24.64597439]"
64,calc_a_line_large,"(64,)",{},0.06130337715148926,"[-26.62718847  17.91886083   4.44363263 ...  46.30667262 -29.71253764
  21.1746123 ]"
65,calc_a_line_large,"(65,)",{},0.060913801193237305,"[ -6.71239185 -24.68695644 -48.22927255 ... -14.42570973 -58.05288014
 -14.36667052]"
66,calc_a_line_large,"(66,)",{},0.059319496154785156,"[151.14401224 -62.35740051   6.29083535 ...  29.15545735  73.65365276
  13.29092501]"
67,calc_a_line_large,"(67,)",{},0.07394576072692871,"[-64.83320795   9.88734516  62.89622438 ...  57.32438381  65.66144474
  -1.25189216]"
68,calc_a_line_large,"(68,)",{},0.06241106986999512,"[ -0.47009987 -27.98315151  46.30510594 ...  24.35620158 117.15865453
 -65.681548  ]"
69,calc_a_line_large,"(69,)",{},0.1205744743347168,"[ 28.36404363 123.3670252  -22.99755273 ...  -6.48860538 -32.20207865
  34.02769519]"
70,calc_a_line_large,"(70,)",{},0.06269407272338867,"[   4.58514541    0.63622595  -43.7001504  ...   56.02451086 -139.83746051
   21.73098485]"
71,calc_a_line_large,"(71,)",{},0.07305574417114258,"[154.01287383 -86.09870562  22.21024662 ...  96.13491778 -18.13097227
  41.83449586]"
72,calc_a_line_large,"(72,)",{},0.07047772407531738,"[  3.89258301 107.72326051  23.72223146 ...  -1.97921411 -20.92506835
  75.89554504]"
73,calc_a_line_large,"(73,)",{},0.10734438896179199,"[ 63.18840021  -8.89861303  45.16326319 ... -32.8249518  -73.05878982
 -85.74802901]"
74,calc_a_line_large,"(74,)",{},0.06315445899963379,"[-10.93326924  32.31605512  10.94889375 ... -71.86678313 -44.83786527
  14.6557017 ]"
75,calc_a_line_large,"(75,)",{},0.06199526786804199,"[ -13.3987983   -50.73241936   82.18079276 ...   97.35046107   74.31356658
 -109.00666872]"
76,calc_a_line_large,"(76,)",{},0.0670769214630127,"[ 21.88150356 -22.03528988 -81.07732268 ... -58.27038433  26.02985211
   4.06748286]"
77,calc_a_line_large,"(77,)",{},0.10521960258483887,"[-36.59195289  -1.98618127 -15.87988195 ...  57.70393443 -41.78754319
  25.88302971]"
78,calc_a_line_large,"(78,)",{},0.05869865417480469,"[  24.04087234 -143.62162292  -18.30291835 ...   21.54898124  -66.43188387
  -41.78455617]"
79,calc_a_line_large,"(79,)",{},0.06033062934875488,"[ -72.35132846 -107.06210754  -67.97546393 ...  -95.93967522   10.00635649
  101.18486785]"
80,calc_a_line_large,"(80,)",{},0.06099057197570801,"[ 85.01932804  22.05494599 -43.97748526 ...   6.23500705 -99.61497136
  36.69735109]"
81,calc_a_line_large,"(81,)",{},0.06062936782836914,"[-83.78981258   4.99363682 -55.28634387 ...  73.64373478 -85.88227029
  -7.71527629]"
82,calc_a_line_large,"(82,)",{},0.09173059463500977,"[-134.66597998   -6.32268223   10.03976038 ... -101.52684989  -99.6470888
 -113.5540323 ]"
83,calc_a_line_large,"(83,)",{},0.06702351570129395,"[-80.56017491 -96.19043238 -58.16593859 ... -36.75503584  -1.21641622
  -3.30512197]"
84,calc_a_line_large,"(84,)",{},0.058211326599121094,"[ 121.62367853 -143.50366309   -3.64681788 ... -115.9417286   -22.36668437
  -85.03577425]"
85,calc_a_line_large,"(85,)",{},0.06968235969543457,"[-132.12570578  102.02345441   77.516218   ...   19.8082084   -59.70488439
  -44.06100591]"
86,calc_a_line_large,"(86,)",{},0.10431790351867676,"[ -39.50026701   93.18670467  -56.04336338 ...   -6.67646545  -35.34845206
 -118.03053321]"
87,calc_a_line_large,"(87,)",{},0.058676958084106445,"[ -84.91469619  -29.15795005   28.12987201 ...   11.04529177 -117.20900088
   61.08636957]"
88,calc_a_line_large,"(88,)",{},0.062456369400024414,"[  51.11265952   59.72631598   19.4628033  ...  105.6345544    20.82870867
 -105.16408055]"
89,calc_a_line_large,"(89,)",{},0.06267285346984863,"[  6.76532522 -81.54044392 -78.83236115 ... -11.70501069  59.10506877
   6.71273714]"
90,calc_a_line_large,"(90,)",{},0.06277179718017578,"[ 90.64292449  93.43733919 -20.82077446 ... -43.45244293 -81.05405269
 -92.3161222 ]"
91,calc_a_line_large,"(91,)",{},0.11500096321105957,"[ 49.80110573 -98.02308161 -50.60058623 ... -62.46089838 -22.12268141
  94.59167455]"
92,calc_a_line_large,"(92,)",{},0.06326627731323242,"[-47.76817661  75.25535066  54.02807424 ...   2.94366936 -26.10658165
  30.08970309]"
93,calc_a_line_large,"(93,)",{},0.061917781829833984,"[-17.90867331  50.69682288  21.95367793 ...  39.62345556 -11.55869671
  52.99461625]"
94,calc_a_line_large,"(94,)",{},0.06604957580566406,"[ 77.07151527  65.22507267 -52.54731136 ... -84.93142902 -71.42779904
 -31.18679329]"
95,calc_a_line_large,"(95,)",{},0.0756676197052002,"[ 29.12961015 -22.60249834 -59.79410384 ...  48.08462493   2.17088686
  -2.36558124]"
96,calc_a_line_large,"(96,)",{},0.0628054141998291,"[-124.5195545   -64.40310664  -10.30889738 ...   48.88339865   77.76310713
  -75.12994534]"
97,calc_a_line_large,"(97,)",{},0.06146955490112305,"[-116.59272231  -28.27883292  -60.08200274 ...  -34.74962064  -87.5398553
    2.72669028]"
98,calc_a_line_large,"(98,)",{},0.07283401489257812,"[ 93.10396534 -79.45568393  78.29597649 ... -38.01281945 -64.77491139
  16.87049972]"
99,calc_a_line_large,"(99,)",{},0.05740046501159668,"[  50.12835057 -123.83472588  -37.26452834 ...   14.07532135  -39.72779723
  -57.74800762]"
100,calc_a_line_large,"(100,)",{},0.07765078544616699,"[ 56.8964378    3.47112218 -30.74468823 ...  -3.21332976 -71.31533357
 -41.76861446]"
101,calc_a_line_large,"(101,)",{},0.061687469482421875,"[  -2.21718847   26.37344895    2.29812793 ...   -2.15173649 -112.61200636
    6.72953827]"
102,calc_a_line_large,"(102,)",{},0.1345832347869873,"[-129.59246909   -0.74450856  -66.12680966 ...  148.31647107  -43.90851012
  -90.97566115]"
103,calc_a_line_large,"(103,)",{},0.06270170211791992,"[ -60.53080142  -17.12090613  121.8591402  ... -125.3910199   -61.73871471
 -163.73141294]"
104,calc_a_line_large,"(104,)",{},0.06219649314880371,"[58.8932333  39.43116751  8.66433117 ... 76.7476097  23.4767786
 58.92605335]"
105,calc_a_line_large,"(105,)",{},0.06073117256164551,"[ -78.88834083  -75.35946731 -106.62950857 ...   79.97372978  -75.68668361
  -37.08127293]"
106,calc_a_line_large,"(106,)",{},0.06051230430603027,"[ 31.65963669 107.94180005 -40.73365154 ... -39.90718022   5.17375183
 -72.55224773]"
107,calc_a_line_large,"(107,)",{},0.10768318176269531,"[ 56.31459596 -16.3572888   47.78918067 ...  14.98825261 -68.01989679
  27.14330926]"
108,calc_a_line_large,"(108,)",{},0.06614208221435547,"[ 98.3274573  -21.82670385 145.79642432 ... -71.35705374  10.61218009
 103.21425913]"
109,calc_a_line_large,"(109,)",{},0.05937337875366211,"[ 82.00414653 -77.25885778  42.18263961 ...  29.67070251  53.4344338
  71.72794814]"
110,calc_a_line_large,"(110,)",{},0.059731483459472656,"[ -3.19530053 -27.52116959 -31.02334655 ... 147.21125692 -34.2906012
  84.29368022]"
111,calc_a_line_large,"(111,)",{},0.05976247787475586,"[  4.90720516  42.29651165  44.91430536 ...   6.1219585  -53.93881844
 -30.78899359]"
112,calc_a_line_large,"(112,)",{},0.05827832221984863,"[ 50.63474256  99.43125163  23.30286496 ... -94.89248842 -55.33944829
  48.5812523 ]"
113,calc_a_line_large,"(113,)",{},0.058914899826049805,"[ 62.80889005  16.85193295 -70.85311765 ... -91.38367773 -12.12454158
  16.44348491]"
114,calc_a_line_large,"(114,)",{},0.07417964935302734,"[ 62.61681707  75.39978015 158.5737884  ...  39.05231023  67.60124759
  14.6160002 ]"
115,calc_a_line_large,"(115,)",{},0.057778120040893555,"[ 14.83483225 -79.4112569   65.03046209 ...  63.29252678  53.88633185
   2.42883666]"
116,calc_a_line_large,"(116,)",{},0.05743670463562012,"[ 11.18842275 -43.56019941  41.1492555  ... 112.91569864 -24.97794826
  50.15145552]"
117,calc_a_line_large,"(117,)",{},0.06095242500305176,"[-38.46948281  -6.9523586  -32.28080921 ...  46.9209796   18.08834353
  56.65467529]"
118,calc_a_line_large,"(118,)",{},0.10023927688598633,"[-188.2158021   126.66806684  -24.50305432 ...  -48.32592335   78.11047225
  116.40145082]"
119,calc_a_line_large,"(119,)",{},0.05614280700683594,"[ 15.49138953 -10.55939616  -4.26359016 ...  -2.15447213 -32.54272507
  28.43514441]"
120,calc_a_line_large,"(120,)",{},0.0612180233001709,"[-98.50270257 -24.28072571 -83.17959472 ... 100.96012689 -18.70288403
  44.03707286]"
121,calc_a_line_large,"(121,)",{},0.06579446792602539,"[-12.15159892 -17.41762445  25.7443132  ... -25.60686776 -51.3306669
  31.24962877]"
122,calc_a_line_large,"(122,)",{},0.06360483169555664,"[ 11.6745215    8.64016379  60.53000997 ... -14.03474987 -81.9574624
  90.91460716]"
123,calc_a_line_large,"(123,)",{},0.06288027763366699,"[-89.42767351  16.43415862 -63.91152776 ... -61.29523483 -19.38320025
  73.25153514]"
124,calc_a_line_large,"(124,)",{},0.060964345932006836,"[-41.82530025   4.10401209 -11.20877907 ...  32.81436632 147.43753769
  11.46078211]"
125,calc_a_line_large,"(125,)",{},0.07267284393310547,"[ 32.59040984  61.41194954 -30.4484374  ... -40.24418566 -55.0431398
 -59.90773413]"
126,calc_a_line_large,"(126,)",{},0.058759450912475586,"[-28.55492301  18.89242955 130.25892467 ... -41.90868846 -16.81403429
 -35.85705199]"
127,calc_a_line_large,"(127,)",{},0.08310174942016602,"[ 50.53939992  89.65309667  65.04180477 ... -64.80625863 -45.26808071
 -88.0348878 ]"
128,calc_a_line_large,"(128,)",{},0.07559514045715332,"[-39.46961823 -51.55839211  96.11777434 ...  41.13891668 -84.67293654
 -29.93187766]"
129,calc_a_line_large,"(129,)",{},0.06536865234375,"[ 45.26803511 101.5725094   83.15919209 ...  47.36444235 -16.59128227
 -33.44430692]"
130,calc_a_line_large,"(130,)",{},0.07405996322631836,"[ 143.92723113  114.29874388  -47.83059284 ...   16.89714673   63.06301809
 -103.33215645]"
131,calc_a_line_large,"(131,)",{},0.06161856651306152,"[  50.22090265  -71.10303001  -15.91576025 ...   45.5105102     2.67310079
 -110.86718968]"
132,calc_a_line_large,"(132,)",{},0.0705115795135498,"[  33.22417514   85.86655514   27.5429193  ...  -18.81491998 -137.4582003
    2.05605067]"
133,calc_a_line_large,"(133,)",{},0.059214115142822266,"[-152.58354401   41.74886934   42.18579416 ...  -10.99461242   30.72465432
  -29.11836396]"
134,calc_a_line_large,"(134,)",{},0.06070852279663086,"[-16.80219319 -37.32120505  -9.38686057 ... 152.16067629 -14.42104903
 -49.96486983]"
135,calc_a_line_large,"(135,)",{},0.09140753746032715,"[ -26.40439229 -131.97129838 -123.59893863 ...   32.23250567  -33.52640452
  -12.54448024]"
136,calc_a_line_large,"(136,)",{},0.05800676345825195,"[ 47.42179492 102.14867417  -2.42650636 ...  51.78901405  19.5539078
  33.61130182]"
137,calc_a_line_large,"(137,)",{},0.05784964561462402,"[-31.85826595 -72.03705274 -96.27595239 ... -67.49649951  82.41218525
  68.6114242 ]"
138,calc_a_line_large,"(138,)",{},0.06195688247680664,"[ 65.79961624 -25.98560249  25.86472031 ... -30.48218532 -88.76128987
 -20.58538586]"
139,calc_a_line_large,"(139,)",{},0.07008934020996094,"[ 71.32152939  31.5087311  -40.39735084 ...  77.99391144  83.80402936
 -74.19030324]"
140,calc_a_line_large,"(140,)",{},0.12494039535522461,"[  82.74966695 -110.94981831 -151.42796076 ...   10.15473089   26.70581756
  -42.023243  ]"
141,calc_a_line_large,"(141,)",{},0.07714390754699707,"[-20.31442525  40.00693416 -16.27613172 ...  58.92547104 101.30849119
 -83.5328467 ]"
142,calc_a_line_large,"(142,)",{},0.060938358306884766,"[ 37.42311852 -43.44078845  50.80373157 ...  32.42988754  27.91351822
 -51.47548119]"
143,calc_a_line_large,"(143,)",{},0.08082818984985352,"[  31.60571589 -101.05401938  -24.54769061 ...  185.95906184  -12.58004366
   46.0522152 ]"
144,calc_a_line_large,"(144,)",{},0.10947275161743164,"[ -64.10486145 -123.71850529 -173.53380184 ...   94.75038047   69.3470749
  -16.88909862]"
145,calc_a_line_large,"(145,)",{},0.07339191436767578,"[ 99.7941695  108.80327574 116.32076893 ... -19.07270466  55.25882371
  -2.43807619]"
146,calc_a_line_large,"(146,)",{},0.06230473518371582,"[ -6.93246253 -24.31719665  39.05530131 ... -20.73034789  -6.42453435
  78.75628651]"
147,calc_a_line_large,"(147,)",{},0.061876773834228516,"[ 38.02781097 -55.17127708  66.84951598 ...  33.47847847  51.19908734
 -25.40523995]"
148,calc_a_line_large,"(148,)",{},0.06631994247436523,"[-148.62173515  -22.33090176  -82.51015804 ...   17.66453708  -65.31614197
   -3.18699361]"
149,calc_a_line_large,"(149,)",{},0.06258726119995117,"[-118.5233349   -38.11125255   24.26409158 ...  -74.69420918  -54.96893349
   18.33041129]"
150,calc_a_line_large,"(150,)",{},0.06234455108642578,"[133.20592346  61.38724729 115.75059578 ...   5.89767202 -52.50232849
 -33.03305622]"
151,calc_a_line_large,"(151,)",{},0.05826115608215332,"[  57.13893594  -45.41533958   39.52242972 ...    1.26951927  -16.07727639
 -124.83787992]"
152,calc_a_line_large,"(152,)",{},0.07121586799621582,"[ -38.82542407  177.34492153 -120.1139668  ...  120.4580195    35.51339145
   19.86630057]"
153,calc_a_line_large,"(153,)",{},0.07060074806213379,"[ 135.26552804 -232.07427103  -59.05763412 ...  -70.84780767  -33.23167653
  -94.00923628]"
154,calc_a_line_large,"(154,)",{},0.07097864151000977,"[  5.96610289  97.150186   -18.8740329  ... -24.52324764  48.88461074
 115.46822922]"
155,calc_a_line_large,"(155,)",{},0.06433749198913574,"[ -94.26940456   -9.38123261    8.97222136 ...  104.00094416 -114.96581959
   54.51780677]"
156,calc_a_line_large,"(156,)",{},0.060681819915771484,"[ 38.48762322  72.35959904 -68.03547307 ...  15.72235547 -25.04298771
   4.6317701 ]"
157,calc_a_line_large,"(157,)",{},0.0677785873413086,"[ 31.53705062 -22.0744615   26.75277432 ...  28.21775196  64.81829751
 -49.07931728]"
158,calc_a_line_large,"(158,)",{},0.0597836971282959,"[174.88650279  17.93718268 -37.09794128 ...  22.62955884  40.54076715
 -48.60034887]"
159,calc_a_line_large,"(159,)",{},0.06122612953186035,"[  85.80901196  -33.76539113  -29.23959625 ...   48.10736869   66.15542841
 -118.08670472]"
160,calc_a_line_large,"(160,)",{},0.061808109283447266,"[ 67.56428113  33.92740825 -91.77076052 ...  24.21255093  97.86594407
  27.35739507]"
161,calc_a_line_large,"(161,)",{},0.07379984855651855,"[-18.13187732 102.59106557  55.46480921 ... -32.21230524 -45.53482622
 174.88358751]"
162,calc_a_line_large,"(162,)",{},0.05607295036315918,"[64.95512685 -3.65456236 11.89725348 ... 69.04761645  3.78537129
  1.61509675]"
163,calc_a_line_large,"(163,)",{},0.06896424293518066,"[ -43.38321171  -45.72375333  -14.61328524 ... -177.37875472   78.02037265
   28.12923576]"
164,calc_a_line_large,"(164,)",{},0.07396268844604492,"[-99.02711895  71.95371517 -16.21926469 ... -17.8624838   28.85367912
   9.39280713]"
165,calc_a_line_large,"(165,)",{},0.07270669937133789,"[-48.46352059  56.55894368 -31.54162834 ...  -4.80598689 -81.26638504
   9.77216697]"
166,calc_a_line_large,"(166,)",{},0.08426213264465332,"[-41.35870514   5.61376273 -22.80965174 ... 116.73742729 -16.9781333
 -60.99471499]"
167,calc_a_line_large,"(167,)",{},0.058774709701538086,"[  -0.65101083   41.41017356  -35.01753919 ... -141.82489102  -36.27463989
   -4.65255984]"
168,calc_a_line_large,"(168,)",{},0.08409857749938965,"[-118.0849822    62.42321803   67.58049722 ...  -31.59630696  -22.75703179
   -0.80336572]"
169,calc_a_line_large,"(169,)",{},0.07157349586486816,"[  67.24402278   75.00177658 -117.49746814 ... -152.20799486   13.62445014
   -1.80241055]"
170,calc_a_line_large,"(170,)",{},0.06883740425109863,"[100.37518031  55.43858441 -29.90732722 ...   3.19982552 -61.0620745
 -17.20011837]"
171,calc_a_line_large,"(171,)",{},0.09846067428588867,"[-62.53065092 106.70836059  33.91630359 ... -14.14754363  14.10047481
 -88.55924969]"
172,calc_a_line_large,"(172,)",{},0.06256842613220215,"[-36.34261921  77.69820799 -24.83043433 ...  65.9557753  -53.19965491
  22.23551308]"
173,calc_a_line_large,"(173,)",{},0.08103704452514648,"[-100.79054848   46.7373281    68.42488344 ... -116.57020139   10.43205142
   62.25629254]"
174,calc_a_line_large,"(174,)",{},0.06197500228881836,"[ -54.22548068   27.90511816 -100.79309042 ...   22.00044721 -133.63493654
  -91.26324365]"
175,calc_a_line_large,"(175,)",{},0.062438011169433594,"[-23.56859391 -19.27323475  94.60997645 ... -43.88586496  18.66032223
   9.93686956]"
176,calc_a_line_large,"(176,)",{},0.05884909629821777,"[-50.91334684 -86.49180526  79.89979727 ...  66.82881179  -1.26023141
 -47.92616266]"
177,calc_a_line_large,"(177,)",{},0.07302188873291016,"[  -1.88684488   17.89133116   -5.07523493 ... -140.55488791  -41.72818342
  -86.76970035]"
178,calc_a_line_large,"(178,)",{},0.07745623588562012,"[  4.66058436 115.16312552 -69.05318058 ... -52.88533953  53.56979176
 -79.27144721]"
179,calc_a_line_large,"(179,)",{},0.058376312255859375,"[-60.12355633 -74.01380789   3.10965201 ...  53.0438669   62.99556435
  -5.292867  ]"
180,calc_a_line_large,"(180,)",{},0.07235407829284668,"[-47.77061127 149.07787625 120.0500528  ...  92.93972554 -47.28051846
 -14.07206089]"
181,calc_a_line_large,"(181,)",{},0.06677722930908203,"[ 74.87475656 -81.00301409  31.81125204 ... -27.11416846 -86.31503015
  78.78119924]"
182,calc_a_line_large,"(182,)",{},0.07075095176696777,"[ -5.03577306   9.67708474 -18.04764664 ... -44.76125634 181.20068673
 -87.56725922]"
183,calc_a_line_large,"(183,)",{},0.062043190002441406,"[-107.75676052   31.58017937 -116.8361486  ...   22.21462503    8.50010893
   43.79306289]"
